"","gender","home_location","level_of_education","age_years","number_of_subjects","devices_used","economic_status","family_size","internet_facility","sport_engagement","elder_supervising","study_time","sleep_time","social_media_time","gaming_interest","separate_room_study","group_study_engagement","average_mark_score","online_mode_interaction","interested","performance_level","satisfaction_level"
"385","Male","Urban","Under Graduate","20","6","Mobile","Middle Class","4","3","Yes","Yes","2","7","4","No","Yes","No","71-80","2","Practical","6","Bad"
"386","Female","Urban","Under Graduate","19","7","Laptop","Middle Class","6","2","No","Yes","1","8","3","No","Yes","No","91-100","3","Both","4","Bad"
"387","Male","Urban","Under Graduate","21","6","Laptop","Middle Class","4","4","No","No","7","6","1","No","No","No","61-70","1","Practical","7","Good"
"388","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","4","3","No","No","2","6","4","Yes","Yes","No","61-70","2","Both","6","Average"
"389","Male","Urban","Under Graduate","19","7","Laptop","Rich","4","5","Yes","No","4","6","2","Yes","No","No","91-100","1","Both","2","Bad"
"390","Male","Urban","Under Graduate","20","8","Mobile","Middle Class","3","3","No","No","3","5","1","Yes","No","No","91-100","2","Both","6","Bad"
"391","Female","Urban","Under Graduate","22","8","Laptop","Middle Class","3","4","No","No","4","6","3","No","Yes","No","91-100","2","Both","5","Average"
"392","Male","Rural","Under Graduate","22","5","Mobile","Middle Class","4","4","No","Yes","4","8","2","No","Yes","yes","61-70","3","Both","6","Average"
"393","Male","Rural","Under Graduate","22","6","Laptop","Poor","5","2","No","No","6","6","2","No","No","yes","61-70","3","Theory","6","Average"
"394","Female","Urban","Post Graduate","37","12","Laptop","Middle Class","4","3","No","No","3","5","1","No","No","No","51-60","3","Practical","6","Average"
"395","Female","Rural","Under Graduate","22","5","Laptop","Middle Class","3","4","No","Yes","7","8","4","Yes","Yes","yes","71-80","4","Practical","8","Average"
"396","Female","Urban","Under Graduate","22","4","Laptop","Middle Class","6","3","No","Yes","6","5","1","Yes","Yes","yes","81-90","2","Practical","6","Average"
"397","Female","Rural","Under Graduate","22","5","Laptop","Middle Class","4","2","No","Yes","6","6","4","No","Yes","yes","71-80","3","Practical","7","Bad"
"398","Male","Urban","School","20","7","Laptop","Middle Class","3","3","Yes","Yes","5","8","4","Yes","Yes","yes","81-90","2","Both","5","Average"
"399","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","6","5","Yes","No","3","8","2","No","Yes","No","91-100","1","Both","6","Average"
"400","Female","Rural","Under Graduate","22","6","Laptop","Middle Class","5","3","No","Yes","7","6","2","No","Yes","yes","61-70","3","Theory","6","Average"
"401","Female","Rural","School","12","12","Mobile","Poor","4","2","Yes","Yes","10","8","1","No","No","No","91-100","4","Practical","8","Average"
"402","Female","Urban","Post Graduate","40","10","Laptop","Middle Class","4","5","No","No","3","6","1","No","No","yes","20-Nov","5","Practical","9","Good"
"403","Female","Rural","Under Graduate","22","6","Mobile","Middle Class","4","3","No","Yes","9","6","3","No","Yes","No","61-70","3","Practical","6","Average"
"404","Female","Rural","Under Graduate","23","5","Laptop","Middle Class","7","3","No","Yes","7","7","3","No","Yes","No","71-80","3","Theory","4","Average"
"405","Female","Urban","Under Graduate","23","5","Laptop","Middle Class","4","2","No","Yes","8","7","3","No","No","yes","81-90","4","Practical","6","Average"
"406","Male","Rural","Under Graduate","24","5","Laptop","Middle Class","4","2","Yes","No","10","7","1","No","Yes","yes","61-70","3","Practical","6","Average"
"407","Male","Rural","Under Graduate","22","5","Laptop","Middle Class","6","2","Yes","Yes","2","8","1","Yes","Yes","yes","71-80","2","Practical","3","Bad"
"408","Male","Urban","Under Graduate","19","8","Laptop","Middle Class","3","5","No","No","10","5","8","Yes","Yes","yes","91-100","4","Both","6","Average"
"409","Female","Urban","Under Graduate","21","20","Laptop","Middle Class","4","4","No","No","4","7","2","Yes","Yes","yes","81-90","3","Both","7","Average"
"410","Male","Urban","Under Graduate","21","5","Laptop","Middle Class","5","5","No","No","5","6","2","No","Yes","yes","61-70","3","Both","6","Average"
"411","Female","Urban","Under Graduate","21","5","Laptop","Middle Class","6","3","No","Yes","5","4","1","No","No","yes","81-90","3","Practical","4","Average"
"412","Male","Urban","Under Graduate","21","5","Laptop","Middle Class","4","2","No","No","3","5","2","Yes","Yes","yes","71-80","3","Both","8","Average"
"413","Female","Urban","Under Graduate","20","4","Laptop","Middle Class","5","5","No","No","2","7","2","No","Yes","No","71-80","4","Both","8","Average"
"414","Female","Rural","Under Graduate","25","20","Laptop","Middle Class","4","4","Yes","Yes","3","8","2","Yes","Yes","yes","51-60","5","Practical","9","Good"
"415","Male","Urban","Under Graduate","21","4","Laptop","Middle Class","4","4","Yes","No","5","7","2","Yes","Yes","yes","81-90","4","Both","6","Bad"
"416","Male","Urban","Under Graduate","23","6","Laptop","Middle Class","4","4","No","Yes","2","7","1","No","Yes","yes","61-70","5","Practical","9","Good"
"417","Male","Urban","Under Graduate","21","3","Laptop","Middle Class","4","4","Yes","Yes","4","8","3","No","No","No","61-70","4","Both","6","Average"
"418","Female","Urban","Under Graduate","23","6","Mobile","Poor","4","2","No","Yes","6","8","2","Yes","Yes","No","51-60","4","Both","6","Average"
"419","Female","Urban","Under Graduate","21","3","Laptop","Middle Class","4","5","No","No","2","7","1","No","Yes","No","81-90","3","Both","10","Average"
"420","Female","Urban","Under Graduate","21","5","Mobile","Middle Class","5","4","No","Yes","7","8","1","Yes","Yes","yes","71-80","3","Practical","7","Good"
"421","Male","Urban","Under Graduate","20","9","Mobile","Middle Class","4","3","No","No","2","7","2","Yes","No","yes","91-100","2","Practical","7","Average"
"422","Male","Urban","Under Graduate","20","20","Desktop","Middle Class","7","1","Yes","No","1","7","2","Yes","Yes","yes","20-Nov","1","Practical","8","Average"
"423","Male","Urban","Under Graduate","21","10","Laptop","Middle Class","6","2","No","Yes","8","7","1","Yes","No","No","81-90","1","Both","6","Bad"
"424","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","4","4","No","No","5","9","1","Yes","Yes","No","91-100","3","Both","7","Bad"
"425","Female","Rural","Under Graduate","24","6","Laptop","Poor","5","2","No","Yes","6","8","1","Yes","No","yes","61-70","4","Both","9","Good"
"426","Male","Urban","Under Graduate","22","3","Laptop","Middle Class","10","4","No","Yes","6","8","3","Yes","Yes","yes","71-80","1","Practical","2","Bad"
"427","Female","Urban","Under Graduate","20","5","Laptop","Middle Class","5","5","No","Yes","5","6","3","Yes","Yes","yes","81-90","3","Both","8","Bad"
"428","Male","Urban","Under Graduate","22","6","Mobile","Middle Class","3","2","Yes","No","10","2","10","No","No","yes","21-30","1","Both","2","Good"
"429","Female","Urban","Under Graduate","20","7","Laptop","Middle Class","4","5","Yes","Yes","1","7","4","Yes","Yes","yes","81-90","4","Both","4","Bad"
"430","Male","Urban","Under Graduate","21","5","Laptop","Middle Class","4","5","Yes","No","1","7","4","Yes","Yes","yes","91-100","5","Both","10","Average"
"431","Male","Urban","Under Graduate","20","20","Laptop","Middle Class","4","5","No","No","1","5","8","Yes","Yes","No","81-90","3","Both","4","Bad"
"432","Female","Rural","Under Graduate","21","3","Laptop","Middle Class","3","1","No","No","1","4","2","Yes","Yes","No","81-90","1","Practical","2","Bad"
"433","Female","Urban","Under Graduate","21","2","Laptop","Middle Class","4","3","No","No","4","5","4","No","No","No","81-90","3","Practical","6","Average"
"434","Female","Urban","Under Graduate","23","6","Laptop","Middle Class","4","4","No","Yes","5","6","1","No","No","No","61-70","3","Practical","6","Average"
"435","Female","Urban","Under Graduate","19","6","Laptop","Middle Class","4","5","Yes","No","4","8","2","No","No","yes","81-90","3","Practical","8","Average"
"436","Female","Urban","School","20","7","Laptop","Middle Class","4","5","No","No","1","6","8","No","Yes","No","71-80","1","Both","6","Bad"
"437","Female","Rural","Under Graduate","24","6","Mobile","Middle Class","4","2","Yes","Yes","8","4","1","Yes","Yes","yes","71-80","4","Practical","7","Good"
"438","Female","Urban","Under Graduate","22","3","Laptop","Middle Class","4","5","Yes","No","2","8","1","No","Yes","yes","81-90","4","Both","8","Bad"
"439","Male","Urban","Under Graduate","21","4","Laptop","Rich","5","4","Yes","No","5","7","5","No","No","No","91-100","4","Practical","10","Average"
"440","Male","Rural","School","12","8","Laptop","Middle Class","3","4","No","No","2","10","6","Yes","No","No","81-90","5","Theory","6","Average"
"441","Female","Urban","Under Graduate","18","1","Laptop","Middle Class","4","4","Yes","No","4","7","3","Yes","Yes","yes","71-80","3","Practical","9","Average"
"442","Female","Rural","Under Graduate","25","20","Mobile","Middle Class","5","3","Yes","No","8","8","3","Yes","Yes","No","51-60","4","Both","10","Average"
"443","Male","Urban","Under Graduate","19","9","Laptop","Middle Class","4","5","No","No","4","6","2","No","Yes","No","71-80","5","Practical","9","Good"
"444","Male","Urban","School","19","5","Laptop","Middle Class","3","5","No","No","3","7","3","Yes","Yes","No","91-100","2","Practical","3","Bad"
"445","Male","Urban","Under Graduate","21","16","Laptop","Middle Class","3","4","No","No","3","7","2","No","Yes","No","81-90","3","Both","5","Bad"
"446","Male","Urban","Under Graduate","21","19","Mobile","Middle Class","6","3","Yes","Yes","4","7","10","No","No","No","51-60","4","Practical","8","Good"
"447","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","5","3","No","No","3","7","2","Yes","Yes","No","61-70","3","Practical","6","Average"
"448","Male","Urban","Under Graduate","17","6","Laptop","Middle Class","5","5","No","No","4","7","1","No","Yes","No","81-90","4","Theory","8","Good"
"449","Male","Urban","Under Graduate","21","5","Laptop","Middle Class","5","5","Yes","Yes","4","7","2","No","No","No","71-80","2","Practical","9","Average"
"450","Male","Urban","Under Graduate","21","6","Laptop","Middle Class","5","5","Yes","Yes","3","7","1","No","Yes","yes","81-90","2","Practical","4","Bad"
"451","Female","Urban","Under Graduate","21","5","Laptop","Rich","4","5","No","No","4","8","5","No","No","No","81-90","3","Practical","7","Average"
"452","Female","Urban","Under Graduate","21","3","Laptop","Middle Class","4","4","No","No","3","8","1","No","No","No","81-90","3","Both","7","Average"
"453","Male","Urban","Under Graduate","21","5","Laptop","Middle Class","4","4","Yes","No","4","7","1","No","Yes","yes","71-80","2","Practical","8","Average"
"454","Female","Urban","Under Graduate","19","6","Mobile","Middle Class","3","5","Yes","No","7","8","1","Yes","No","yes","71-80","5","Theory","10","Good"
"455","Male","Urban","Under Graduate","21","8","Laptop","Middle Class","4","4","Yes","No","2","10","8","Yes","Yes","No","71-80","1","Both","4","Bad"
"456","Female","Rural","Under Graduate","20","7","Laptop","Middle Class","5","4","No","Yes","8","8","3","No","Yes","No","71-80","3","Both","8","Average"
"457","Female","Urban","Post Graduate","34","10","Laptop","Middle Class","2","4","No","No","2","6","1","No","No","yes","61-70","4","Practical","9","Good"
"458","Male","Urban","Under Graduate","24","5","Laptop","Middle Class","5","3","No","No","3","7","5","No","No","No","71-80","3","Practical","6","Average"
"459","Male","Urban","Under Graduate","21","5","Laptop","Middle Class","7","5","Yes","Yes","6","7","3","Yes","Yes","No","81-90","3","Both","6","Average"
"460","Female","Urban","Under Graduate","23","4","Laptop","Rich","10","5","Yes","Yes","6","6","10","Yes","No","yes","51-60","5","Practical","9","Average"
"461","Male","Urban","Under Graduate","21","8","Laptop","Middle Class","5","3","No","Yes","8","5","1","No","Yes","No","91-100","4","Both","7","Average"
"462","Female","Rural","Under Graduate","24","6","Laptop","Middle Class","6","3","No","Yes","10","6","2","No","No","yes","71-80","3","Practical","8","Good"
"463","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","5","5","Yes","No","3","3","8","Yes","No","yes","91-100","1","Both","8","Bad"
"464","Female","Urban","Under Graduate","20","9","Laptop","Middle Class","4","4","Yes","Yes","8","7","3","Yes","Yes","yes","81-90","3","Both","6","Average"
"465","Male","Urban","Under Graduate","23","6","Laptop","Middle Class","3","3","No","No","2","4","2","No","No","yes","61-70","3","Both","6","Good"
"466","Male","Urban","Under Graduate","18","5","Laptop","Middle Class","4","3","No","Yes","8","6","2","No","Yes","No","71-80","4","Practical","6","Average"
"467","Female","Urban","Under Graduate","18","5","Mobile","Middle Class","4","4","No","No","4","7","2","No","No","No","91-100","3","Practical","6","Average"
"468","Male","Urban","Under Graduate","21","8","Laptop","Middle Class","4","4","No","No","4","6","2","No","Yes","No","81-90","5","Both","8","Average"
"469","Female","Urban","Under Graduate","18","5","Laptop","Middle Class","4","2","No","Yes","4","7","3","No","No","No","81-90","2","Theory","5","Average"
"470","Female","Urban","Under Graduate","18","6","Laptop","Middle Class","4","5","Yes","No","4","6","2","No","Yes","No","91-100","3","Both","8","Average"
"471","Male","Rural","Post Graduate","23","8","Mobile","Middle Class","4","4","No","No","6","6","1","No","No","No","81-90","4","Practical","5","Good"
"472","Male","Urban","Post Graduate","21","13","Mobile","Middle Class","4","3","No","No","4","6","4","Yes","Yes","No","51-60","3","Both","8","Average"
"473","Male","Urban","Post Graduate","21","20","Mobile","Middle Class","10","4","Yes","Yes","5","5","4","Yes","Yes","No","61-70","2","Practical","8","Average"
"474","Male","Rural","Post Graduate","21","9","Mobile","Middle Class","4","5","Yes","No","7","8","4","Yes","Yes","No","61-70","5","Practical","7","Average"
"475","Male","Urban","Post Graduate","21","5","Laptop","Middle Class","4","4","Yes","No","3","8","8","Yes","Yes","yes","71-80","3","Practical","4","Average"
"476","Male","Urban","Under Graduate","17","5","Desktop","Middle Class","4","5","Yes","Yes","4","7","1","Yes","Yes","No","81-90","4","Both","8","Average"
"477","Male","Urban","School","18","5","Mobile","Middle Class","6","3","No","Yes","5","6","6","No","Yes","yes","51-60","2","Both","9","Average"
"478","Male","Urban","Under Graduate","21","7","Mobile","Middle Class","4","4","No","Yes","1","7","6","Yes","Yes","yes","61-70","1","Both","4","Average"
"479","Female","Urban","Post Graduate","24","1","Mobile","Middle Class","3","2","No","No","8","5","7","Yes","No","yes","81-90","4","Practical","9","Bad"
"480","Female","Rural","Post Graduate","24","5","Mobile","Middle Class","5","3","No","No","4","6","2","Yes","No","No","51-60","3","Both","8","Good"
"481","Female","Rural","Under Graduate","22","5","Laptop","Middle Class","4","3","No","Yes","5","7","3","Yes","No","yes","61-70","3","Practical","5","Bad"
"482","Female","Urban","Under Graduate","20","9","Laptop","Middle Class","4","5","No","No","4","9","8","No","Yes","yes","41-50","1","Both","7","Average"
"483","Female","Urban","Under Graduate","23","6","Mobile","Middle Class","5","4","No","Yes","6","7","3","Yes","No","yes","91-100","3","Both","5","Average"
"484","Male","Rural","Post Graduate","21","3","Laptop","Middle Class","4","3","No","No","5","8","6","Yes","Yes","No","71-80","2","Practical","8","Average"
"485","Female","Rural","Under Graduate","22","5","Laptop","Middle Class","5","3","No","Yes","6","8","2","Yes","No","No","41-50","5","Both","8","Good"
"486","Male","Urban","Under Graduate","20","8","Laptop","Middle Class","5","5","Yes","Yes","7","8","3","Yes","Yes","No","91-100","5","Both","8","Good"
"487","Female","Urban","Under Graduate","20","6","Laptop","Middle Class","5","5","No","No","3","8","6","No","Yes","No","71-80","3","Theory","5","Bad"
"488","Male","Rural","Under Graduate","23","6","Mobile","Poor","5","1","Yes","No","3","8","2","Yes","No","No","41-50","2","Both","5","Average"
"489","Male","Urban","Post Graduate","24","19","Laptop","Middle Class","4","4","No","Yes","6","6","1","Yes","Yes","yes","71-80","4","Both","9","Average"
"490","Male","Urban","Post Graduate","40","10","Laptop","Middle Class","3","4","No","No","3","6","1","No","Yes","No","51-60","4","Practical","7","Good"
"491","Male","Urban","Under Graduate","20","8","Mobile","Middle Class","5","4","Yes","Yes","4","6","3","Yes","Yes","No","61-70","4","Theory","8","Good"
"492","Male","Urban","Post Graduate","27","7","Laptop","Middle Class","4","4","No","No","2","6","2","Yes","Yes","No","71-80","4","Practical","10","Average"
"493","Male","Urban","Under Graduate","19","8","Mobile","Middle Class","7","1","No","No","4","7","1","No","No","yes","51-60","2","Theory","9","Good"
"494","Male","Rural","Under Graduate","18","7","Mobile","Middle Class","5","3","Yes","No","1","9","1","Yes","No","No","71-80","3","Theory","6","Average"
"495","Female","Rural","Under Graduate","19","7","Mobile","Middle Class","4","3","No","Yes","5","5","2","No","No","yes","61-70","5","Theory","10","Good"
"496","Female","Rural","Under Graduate","20","7","Mobile","Middle Class","4","4","No","Yes","4","5","2","No","No","yes","71-80","5","Theory","10","Good"
"497","Female","Urban","Under Graduate","22","5","Mobile","Middle Class","5","2","Yes","Yes","5","4","1","Yes","No","yes","20-Nov","4","Theory","10","Good"
"498","Male","Rural","Under Graduate","21","8","Mobile","Middle Class","3","2","Yes","Yes","4","7","1","No","Yes","yes","61-70","4","Practical","7","Average"
"499","Male","Rural","Under Graduate","20","8","Laptop","Poor","6","3","No","Yes","3","6","1","Yes","Yes","No","81-90","3","Practical","7","Average"
"500","Male","Rural","School","18","10","Mobile","Middle Class","4","3","No","Yes","2","10","2","Yes","Yes","yes","81-90","3","Practical","7","Average"
"501","Male","Rural","School","18","10","Mobile","Middle Class","4","3","No","Yes","2","9","4","Yes","No","No","81-90","3","Practical","5","Average"
"502","Female","Rural","Under Graduate","19","5","Laptop","Middle Class","4","5","No","Yes","1","7","2","Yes","Yes","No","61-70","5","Practical","10","Good"
"503","Female","Rural","Under Graduate","20","6","Mobile","Rich","5","4","No","Yes","4","7","3","Yes","Yes","yes","71-80","5","Both","10","Good"
"504","Female","Urban","Under Graduate","19","6","Desktop","Middle Class","4","5","No","Yes","3","9","2","No","Yes","yes","71-80","4","Practical","8","Good"
"505","Female","Urban","Under Graduate","19","6","Mobile","Middle Class","3","1","No","No","4","6","2","Yes","No","yes","51-60","5","Both","10","Good"
"506","Female","Urban","Under Graduate","21","6","Laptop","Middle Class","5","3","No","Yes","7","7","2","Yes","Yes","No","61-70","4","Theory","7","Good"
"507","Female","Urban","Under Graduate","20","5","Mobile","Middle Class","4","4","Yes","Yes","4","8","4","Yes","Yes","yes","41-50","3","Theory","6","Good"
"508","Female","Urban","Under Graduate","20","8","Mobile","Middle Class","4","4","No","No","3","9","4","Yes","No","yes","61-70","4","Both","6","Good"
"509","Female","Rural","Under Graduate","19","5","Laptop","Middle Class","4","5","No","Yes","4","5","2","No","Yes","yes","71-80","5","Both","10","Good"
"510","Female","Urban","Under Graduate","20","6","Mobile","Middle Class","4","1","No","No","8","7","2","Yes","No","No","61-70","3","Theory","5","Good"
"511","Female","Urban","Under Graduate","19","6","Laptop","Middle Class","5","5","Yes","Yes","8","7","1","No","Yes","yes","81-90","4","Practical","8","Average"
"512","Female","Urban","Under Graduate","19","6","Laptop","Middle Class","7","4","No","Yes","4","5","1","Yes","Yes","yes","71-80","2","Both","6","Average"
"513","Female","Urban","Under Graduate","22","5","Laptop","Middle Class","4","4","No","Yes","6","6","3","No","Yes","yes","61-70","3","Theory","6","Average"
"514","Male","Urban","Post Graduate","37","12","Laptop","Middle Class","4","5","Yes","Yes","4","8","3","Yes","Yes","yes","81-90","5","Both","10","Good"
"515","Female","Rural","Under Graduate","23","5","Laptop","Middle Class","5","3","No","Yes","5","5","3","No","Yes","yes","61-70","3","Theory","6","Average"
"516","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","4","4","Yes","Yes","6","7","2","No","Yes","yes","91-100","3","Practical","7","Average"
"517","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","4","No","Yes","4","9","2","Yes","No","No","71-80","5","Theory","8","Good"
"518","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","5","No","Yes","4","8","2","Yes","Yes","No","71-80","4","Both","8","Good"
"519","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","3","5","Yes","No","4","8","2","Yes","Yes","yes","81-90","4","Both","9","Good"
"520","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","3","2","No","No","5","7","1","Yes","Yes","No","71-80","1","Both","6","Bad"
"521","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","5","Yes","No","2","8","6","Yes","Yes","yes","81-90","2","Both","7","Bad"
"522","Male","Urban","Under Graduate","20","6","Mobile","Middle Class","5","3","No","Yes","3","7","2","No","Yes","No","71-80","4","Theory","7","Average"
"523","Female","Urban","Under Graduate","20","5","Laptop","Middle Class","4","5","No","Yes","3","6","1","No","Yes","yes","61-70","5","Theory","10","Good"
"524","Male","Urban","School","19","7","Mobile","Middle Class","4","5","No","Yes","8","7","1","No","No","No","81-90","1","Both","2","Bad"
"525","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","4","No","No","3","8","2","Yes","No","No","71-80","3","Both","6","Average"
"526","Male","Urban","Under Graduate","20","12","Laptop","Rich","5","5","Yes","Yes","3","7","1","No","Yes","yes","71-80","1","Both","2","Bad"
"527","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","6","3","No","No","8","8","4","Yes","Yes","No","81-90","1","Both","5","Bad"
"528","Male","Rural","Under Graduate","21","14","Laptop","Middle Class","8","4","Yes","Yes","3","7","3","Yes","No","yes","71-80","4","Both","7","Average"
"529","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","4","4","No","Yes","7","5","4","Yes","Yes","yes","71-80","4","Both","6","Average"
"530","Female","Urban","Under Graduate","20","6","Mobile","Middle Class","4","4","Yes","No","6","9","2","Yes","No","No","71-80","3","Both","6","Average"
"531","Male","Urban","Under Graduate","19","6","Laptop","Middle Class","4","4","No","No","3","8","2","Yes","Yes","No","81-90","3","Both","5","Average"
"532","Female","Urban","Under Graduate","20","6","Mobile","Middle Class","4","4","Yes","No","3","10","4","Yes","No","yes","51-60","5","Theory","8","Good"
"533","Male","Urban","Under Graduate","21","6","Laptop","Middle Class","4","4","Yes","Yes","3","7","2","Yes","Yes","yes","81-90","4","Both","8","Good"
"534","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","6","3","Yes","Yes","8","7","2","Yes","Yes","yes","81-90","3","Both","6","Good"
"535","Female","Urban","School","20","6","Laptop","Middle Class","5","4","Yes","No","3","8","2","No","Yes","No","71-80","4","Practical","8","Good"
"536","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","3","3","Yes","Yes","7","5","1","No","Yes","No","81-90","3","Both","6","Average"
"537","Female","Urban","Post Graduate","24","15","Laptop","Middle Class","4","3","No","No","6","7","3","No","No","yes","81-90","3","Practical","4","Average"
"538","Female","Urban","School","20","6","Laptop","Rich","5","5","Yes","No","4","6","4","No","Yes","No","71-80","3","Theory","5","Good"
"539","Male","Urban","School","17","7","Mobile","Middle Class","4","1","No","No","6","6","1","Yes","No","No","81-90","3","Practical","6","Average"
"540","Male","Urban","School","18","6","Mobile","Middle Class","3","3","No","No","3","8","1","Yes","Yes","yes","71-80","3","Both","5","Average"
"541","Male","Urban","Under Graduate","18","8","Laptop","Middle Class","4","5","Yes","Yes","7","8","1","Yes","Yes","No","71-80","2","Theory","9","Bad"
"542","Female","Urban","Under Graduate","20","7","Laptop","Middle Class","4","5","Yes","No","4","8","2","No","Yes","yes","81-90","5","Both","9","Average"
"543","Male","Rural","Under Graduate","18","7","Mobile","Middle Class","6","4","No","Yes","5","8","2","Yes","No","No","51-60","2","Practical","6","Average"
"544","Male","Rural","Under Graduate","18","12","Laptop","Middle Class","4","4","No","Yes","5","7","1","Yes","Yes","No","81-90","4","Practical","8","Average"
"545","Male","Rural","Under Graduate","20","6","Mobile","Middle Class","4","2","Yes","Yes","2","8","1","Yes","No","yes","71-80","3","Both","9","Average"
"546","Male","Urban","School","20","7","Mobile","Middle Class","4","4","Yes","Yes","3","6","4","Yes","Yes","yes","71-80","3","Practical","8","Average"
"547","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","4","4","Yes","Yes","5","7","3","Yes","Yes","No","91-100","3","Both","7","Average"
"548","Female","Urban","Under Graduate","17","5","Laptop","Middle Class","6","4","No","Yes","6","8","1","No","Yes","No","91-100","3","Practical","5","Average"
"549","Male","Urban","Under Graduate","22","6","Laptop","Middle Class","7","4","No","No","3","9","5","No","Yes","No","41-50","3","Practical","7","Good"
"550","Male","Rural","Under Graduate","17","8","Desktop","Middle Class","4","3","Yes","Yes","4","7","2","Yes","Yes","No","81-90","4","Both","6","Average"
"551","Female","Urban","Under Graduate","19","6","Mobile","Middle Class","4","3","No","No","4","10","10","Yes","Yes","No","61-70","3","Practical","6","Average"
"552","Male","Urban","Under Graduate","19","5","Mobile","Middle Class","3","5","Yes","Yes","6","6","2","Yes","Yes","yes","81-90","5","Both","10","Good"
"553","Male","Urban","Under Graduate","20","5","Laptop","Middle Class","6","5","Yes","Yes","6","6","2","Yes","Yes","yes","81-90","3","Both","8","Good"
"554","Male","Rural","Under Graduate","18","7","Laptop","Middle Class","4","2","Yes","Yes","4","8","2","Yes","Yes","yes","81-90","3","Both","6","Bad"
"555","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","3","4","No","Yes","7","8","2","Yes","Yes","No","81-90","3","Practical","7","Average"
"556","Male","Rural","Under Graduate","20","7","Laptop","Middle Class","5","3","No","No","7","6","1","Yes","Yes","No","91-100","4","Practical","7","Average"
"557","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","3","3","Yes","No","3","5","2","Yes","No","No","51-60","3","Practical","6","Good"
"558","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","3","3","Yes","Yes","4","7","1","Yes","Yes","No","71-80","3","Practical","8","Average"
"559","Male","Rural","Under Graduate","18","7","Laptop","Middle Class","4","3","No","Yes","7","7","2","Yes","Yes","yes","91-100","3","Practical","6","Average"
"560","Female","Urban","Post Graduate","18","7","Laptop","Middle Class","4","3","No","Yes","4","6","2","No","No","No","81-90","2","Theory","4","Average"
"561","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","4","4","No","Yes","6","7","2","Yes","Yes","No","81-90","4","Practical","7","Average"
"562","Male","Rural","Under Graduate","20","6","Laptop","Middle Class","4","3","No","No","4","8","2","No","Yes","No","81-90","1","Both","8","Bad"
"563","Male","Rural","Under Graduate","18","7","Laptop","Middle Class","4","3","Yes","Yes","2","7","1","Yes","No","No","71-80","1","Both","3","Bad"
"564","Male","Rural","Under Graduate","17","8","Mobile","Middle Class","4","4","No","No","7","7","2","Yes","Yes","No","81-90","3","Theory","7","Average"
"565","Male","Rural","Under Graduate","18","6","Mobile","Middle Class","4","2","Yes","Yes","1","7","4","Yes","No","No","41-50","2","Practical","5","Bad"
"566","Female","Urban","Under Graduate","20","6","Laptop","Middle Class","4","2","No","No","6","7","2","No","No","No","81-90","1","Theory","5","Average"
"567","Male","Rural","Post Graduate","18","14","Mobile","Middle Class","4","1","No","Yes","6","8","4","No","Yes","yes","81-90","3","Practical","9","Average"
"568","Male","Rural","Post Graduate","17","8","Laptop","Middle Class","4","3","Yes","Yes","4","9","2","No","Yes","yes","61-70","1","Practical","6","Bad"
"569","Male","Rural","Under Graduate","18","6","Mobile","Middle Class","4","3","No","Yes","8","8","4","No","No","yes","81-90","4","Practical","9","Average"
"570","Male","Urban","Post Graduate","19","8","Mobile","Middle Class","4","4","No","No","3","6","1","No","Yes","No","81-90","4","Theory","7","Average"
"571","Male","Rural","Post Graduate","18","11","Mobile","Middle Class","5","1","No","Yes","8","5","1","No","No","yes","71-80","1","Practical","6","Bad"
"572","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","4","4","No","No","4","6","2","No","No","No","81-90","3","Both","8","Good"
"573","Male","Urban","Under Graduate","17","8","Mobile","Middle Class","5","1","Yes","Yes","8","8","2","No","No","No","71-80","1","Theory","4","Bad"
"574","Male","Urban","Post Graduate","20","8","Laptop","Middle Class","4","4","Yes","Yes","4","5","2","Yes","Yes","No","81-90","3","Theory","7","Average"
"575","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","9","4","Yes","No","8","7","2","No","No","yes","71-80","3","Practical","7","Bad"
"576","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","4","4","No","No","2","8","2","No","Yes","No","81-90","2","Both","8","Average"
